txn_id,customer_id,amount,timestamp,merchant,risk_label,risk_score
59,485,104,2026-05-24 13:39:05.180452,BestBuy,0,2.08
60,819,69,2026-05-23 05:54:30.180455,Amazon,0,1.38
61,647,11,2026-05-23 16:56:02.180457,Amazon,0,0.22
62,21,35,2026-05-22 17:02:55.180461,Amazon,0,0.7
63,841,72,2026-05-26 05:33:10.180463,Target,0,1.44
64,167,64,2026-05-22 04:14:00.180465,Amazon,0,1.28
65,274,113,2026-05-21 06:01:11.180467,Target,0,2.26
66,388,52,2026-05-21 11:04:11.180476,Amazon,0,1.04
67,601,159,2026-05-24 19:47:29.180479,Amazon,0,3.18
68,316,115,2026-05-19 16:51:10.180481,Walmart,0,2.3
69,14,165,2026-05-25 09:28:36.180483,Walmart,0,3.3
70,242,90,2026-05-19 20:34:02.180485,Walmart,0,1.8
71,777,180,2026-05-25 21:43:24.180487,Walmart,0,3.6
72,346,57,2026-05-26 03:44:35.180489,Amazon,0,1.14
73,565,60,2026-05-25 20:44:03.180491,Amazon,0,1.2
74,898,74,2026-05-20 09:00:25.180493,Target,0,1.48
75,340,202,2026-05-19 20:35:34.180495,Amazon,0,4.04
76,92,35,2026-05-20 14:33:07.180497,Target,0,0.7
77,367,90,2026-05-23 05:25:12.180499,BestBuy,0,1.8
78,956,110,2026-05-20 16:24:01.180503,BestBuy,0,2.2
79,455,62,2026-05-22 22:21:00.180505,Amazon,0,1.24
80,428,25,2026-05-22 04:17:38.180507,BestBuy,0,0.5
81,509,121,2026-05-19 19:52:01.180509,Amazon,0,2.42
82,776,13,2026-05-22 13:48:43.180511,Target,0,0.26
83,943,106,2026-05-25 11:18:32.180513,Walmart,0,2.12
84,35,155,2026-05-21 15:32:51.180516,BestBuy,0,3.1
85,206,84,2026-05-24 10:18:20.180518,Amazon,0,1.68
86,81,163,2026-05-26 11:28:56.180520,Walmart,0,3.26
87,932,91,2026-05-23 14:20:51.180522,Target,0,1.82
88,562,106,2026-05-22 09:39:51.180524,Amazon,0,2.12
89,872,75,2026-05-25 21:19:46.180526,BestBuy,0,1.5
90,388,190,2026-05-26 03:39:40.180528,Target,0,3.8
91,2,107,2026-05-24 06:23:18.180530,Amazon,0,2.14
92,390,40,2026-05-21 13:01:37.180532,BestBuy,0,0.8
93,566,202,2026-05-24 06:33:39.180534,Target,0,4.04
94,106,265,2026-05-22 05:36:27.180536,Target,0,5.3
95,772,68,2026-05-25 23:31:11.180539,Walmart,0,1.36
96,822,180,2026-05-20 02:24:24.180541,Walmart,0,3.6
97,477,50,2026-05-20 16:07:30.180543,Walmart,0,1.0
98,703,138,2026-05-21 06:37:38.180545,Amazon,0,2.76
99,402,264,2026-05-24 13:56:18.180547,Target,0,5.28
100,730,280,2026-05-24 05:06:05.180549,Walmart,0,5.6
101,556,107,2026-05-25 20:57:31.180551,BestBuy,0,2.14
102,162,115,2026-05-21 14:34:42.180553,Amazon,0,2.3
103,202,64,2026-05-20 17:00:23.180555,Walmart,0,1.28
104,958,54,2026-05-25 09:33:45.180557,Amazon,0,1.08
105,996,65,2026-05-19 15:32:38.180559,Target,0,1.3
106,270,39,2026-05-22 22:46:01.180561,BestBuy,0,0.78
107,863,110,2026-05-24 17:22:56.180563,Target,0,2.2
108,816,79,2026-05-25 17:58:59.180565,BestBuy,0,1.58
109,271,72,2026-05-25 16:32:02.180567,Target,0,1.44
110,456,194,2026-05-23 04:54:14.180569,Amazon,0,3.88
111,462,34,2026-05-24 21:33:49.180571,Target,0,0.68
112,727,52,2026-05-20 07:58:35.180573,BestBuy,0,1.04
113,252,59,2026-05-24 10:59:58.180575,Amazon,0,1.18
114,702,189,2026-05-19 18:28:21.180577,Amazon,0,3.78
115,296,86,2026-05-22 08:43:52.180579,BestBuy,0,1.72
116,725,151,2026-05-25 08:36:10.180581,BestBuy,0,3.02
117,720,108,2026-05-22 13:36:34.180583,Amazon,0,2.16
118,749,98,2026-05-23 08:25:50.180585,BestBuy,0,1.96
119,338,126,2026-05-20 04:41:48.180587,Target,0,2.52
120,879,123,2026-05-23 08:38:45.180589,Target,0,2.46
121,53,17,2026-05-21 13:41:10.180591,Target,0,0.34
122,792,176,2026-05-20 07:08:48.180593,Amazon,0,3.52
123,922,319,2026-05-20 16:00:30.180595,Target,0,6.38
124,217,55,2026-05-22 12:31:29.180597,Amazon,0,1.1
125,764,158,2026-05-24 10:07:37.180599,BestBuy,0,3.16
126,188,52,2026-05-19 14:21:38.180601,Target,0,1.04
127,380,43,2026-05-22 03:27:01.180603,Amazon,0,0.86
128,493,112,2026-05-24 07:10:46.180605,Walmart,0,2.24
129,41,50,2026-05-20 12:33:38.180607,Target,0,1.0
130,157,88,2026-05-23 06:44:19.180612,Target,0,1.76
131,15,234,2026-05-23 14:10:17.180615,Amazon,0,4.68
132,813,187,2026-05-25 04:24:25.180617,Amazon,0,3.74
133,65,127,2026-05-23 00:35:23.180619,BestBuy,0,2.54
134,857,62,2026-05-23 05:36:00.180621,Amazon,0,1.24
135,839,170,2026-05-26 00:05:42.180623,BestBuy,0,3.4
136,521,106,2026-05-21 06:20:32.180625,Walmart,0,2.12
137,344,82,2026-05-23 09:06:19.180627,BestBuy,0,1.64
138,129,161,2026-05-20 15:37:34.180629,Target,0,3.22
139,648,125,2026-05-22 18:13:20.180631,Amazon,0,2.5
140,472,95,2026-05-23 19:54:28.180633,Walmart,0,1.9
141,63,115,2026-05-22 14:30:21.180635,Walmart,0,2.3
142,139,18,2026-05-21 20:30:47.180637,Amazon,0,0.36
143,499,77,2026-05-21 22:20:47.180639,Target,0,1.54
144,593,100,2026-05-23 03:28:22.180641,Amazon,0,2.0
145,392,55,2026-05-24 22:38:56.180643,Amazon,0,1.1
146,675,29,2026-05-24 16:52:39.180645,Amazon,0,0.58
147,419,85,2026-05-20 12:31:27.180648,BestBuy,0,1.7
148,289,20,2026-05-24 15:51:10.180650,Walmart,0,0.4
149,379,7,2026-05-21 15:37:34.180652,Walmart,0,0.14
150,773,23,2026-05-22 11:26:42.180655,Target,0,0.46
151,490,41,2026-05-19 22:37:13.180657,Walmart,0,0.82
152,231,30,2026-05-23 03:52:20.180659,Amazon,0,0.6
153,41,119,2026-05-20 13:27:03.180661,Walmart,0,2.38
154,28,49,2026-05-26 08:45:11.180663,Target,0,0.98
155,135,53,2026-05-21 22:58:40.180665,BestBuy,0,1.06
156,201,180,2026-05-23 11:51:36.180667,BestBuy,0,3.6
157,840,371,2026-05-23 18:33:01.180669,Amazon,0,7.42
158,780,263,2026-05-25 11:22:42.180671,Amazon,0,5.26
159,930,12,2026-05-25 17:51:03.180673,Walmart,0,0.24
160,33,260,2026-05-23 09:02:24.180675,Walmart,0,5.2
161,48,93,2026-05-19 17:25:38.180677,Target,0,1.86
162,503,57,2026-05-24 23:21:11.180679,Amazon,0,1.14
163,407,254,2026-05-26 04:32:51.180681,Target,0,5.08
164,574,112,2026-05-26 12:06:55.180683,BestBuy,0,2.24
165,728,71,2026-05-23 09:17:15.180685,Walmart,0,1.42
166,805,78,2026-05-19 17:40:21.180687,Amazon,0,1.56
167,99,48,2026-05-19 17:44:55.180689,Walmart,0,0.96
168,684,26,2026-05-21 22:49:49.180691,Amazon,0,0.52
169,872,73,2026-05-25 01:40:40.180693,BestBuy,0,1.46
170,726,128,2026-05-22 18:47:37.180695,Target,0,2.56
171,987,65,2026-05-24 09:23:44.180697,Amazon,0,1.3
172,547,83,2026-05-24 15:11:46.180699,Walmart,0,1.66
173,961,51,2026-05-22 08:34:45.180700,Amazon,0,1.02
174,739,49,2026-05-24 20:24:00.180703,Target,0,0.98
175,613,142,2026-05-25 13:48:38.180705,BestBuy,0,2.84
176,943,83,2026-05-21 22:48:31.180707,Walmart,0,1.66
177,462,178,2026-05-20 16:10:53.180709,BestBuy,0,3.56
178,643,66,2026-05-19 19:09:25.180711,BestBuy,0,1.32
179,769,71,2026-05-24 18:23:28.180713,Target,0,1.42
180,5,300,2026-05-25 09:03:06.180715,Amazon,0,6.0
181,218,104,2026-05-22 21:18:45.180717,Amazon,0,2.08
182,503,32,2026-05-23 03:39:38.180719,Amazon,0,0.64
183,767,72,2026-05-20 23:12:44.180721,Amazon,0,1.44
184,398,165,2026-05-24 10:52:50.180723,Walmart,0,3.3
185,871,18,2026-05-20 03:44:24.180725,BestBuy,0,0.36
186,795,183,2026-05-26 11:51:22.180727,Amazon,0,3.66
187,393,59,2026-05-22 02:19:02.180729,BestBuy,0,1.18
188,207,101,2026-05-25 09:50:42.180731,Walmart,0,2.02
189,15,68,2026-05-24 20:06:06.180733,Walmart,0,1.36
190,858,26,2026-05-21 03:27:29.180735,Walmart,0,0.52
191,554,177,2026-05-21 04:27:28.180737,BestBuy,0,3.54
192,892,56,2026-05-24 18:00:41.180739,Amazon,0,1.12
193,461,21,2026-05-24 07:45:21.180741,BestBuy,0,0.42
194,691,102,2026-05-20 14:38:59.180743,Amazon,0,2.04
195,575,49,2026-05-24 10:03:18.180745,Target,0,0.98
196,864,15,2026-05-26 04:40:48.180747,Amazon,0,0.3
197,743,101,2026-05-21 04:05:32.180749,Amazon,0,2.02
198,241,22,2026-05-20 09:06:07.180751,Amazon,0,0.44
199,564,113,2026-05-24 12:07:06.180753,Walmart,0,2.26
200,96,187,2026-05-21 05:07:28.180755,Target,0,3.74
201,900,107,2026-05-24 11:53:30.180757,Amazon,0,2.14
202,734,46,2026-05-22 15:14:39.180760,Target,0,0.92
203,485,18,2026-05-24 01:37:57.180762,BestBuy,0,0.36
204,407,169,2026-05-20 22:24:29.180764,BestBuy,0,3.38
205,231,122,2026-05-26 02:37:30.180766,Walmart,0,2.44
206,749,63,2026-05-24 00:40:19.180768,BestBuy,0,1.26
207,655,74,2026-05-25 03:42:59.180770,Target,0,1.48
208,171,114,2026-05-23 08:48:52.180772,Target,0,2.28
209,541,45,2026-05-24 20:12:11.180774,Target,0,0.9
210,36,176,2026-05-25 17:07:03.180776,Target,0,3.52
211,525,82,2026-05-23 10:45:32.180777,Target,0,1.64
212,160,31,2026-05-20 10:49:35.180779,Walmart,0,0.62
213,839,98,2026-05-21 07:03:13.180781,Amazon,0,1.96
214,699,280,2026-05-22 15:21:12.180783,BestBuy,1,56.0
215,243,50,2026-05-21 03:05:51.180785,Target,0,1.0
216,86,69,2026-05-26 07:22:09.180787,BestBuy,0,1.38
217,796,87,2026-05-24 03:33:01.180789,Walmart,0,1.74
218,578,238,2026-05-19 14:36:14.180791,Walmart,0,4.76
219,682,198,2026-05-19 17:42:28.180793,Amazon,0,3.96
220,557,177,2026-05-21 17:05:06.180795,Walmart,0,3.54
221,574,146,2026-05-25 08:49:05.180797,Amazon,0,2.92
222,953,60,2026-05-24 20:47:11.180799,Target,0,1.2
223,646,25,2026-05-23 13:52:20.180801,Walmart,0,0.5
224,796,88,2026-05-23 17:15:22.180803,BestBuy,0,1.76
225,28,31,2026-05-24 06:59:14.180805,Walmart,0,0.62
226,620,79,2026-05-20 02:41:17.180807,Walmart,0,1.58
227,556,119,2026-05-25 23:57:06.180809,Target,0,2.38
228,340,164,2026-05-22 10:12:38.180811,Amazon,0,3.28
229,798,179,2026-05-25 15:59:48.180813,Amazon,0,3.58
230,958,164,2026-05-25 04:52:37.180815,Walmart,0,3.28
231,331,30,2026-05-23 07:55:11.180817,BestBuy,0,0.6
232,640,46,2026-05-23 19:21:46.180819,Walmart,0,0.92
233,506,96,2026-05-21 23:46:32.180822,BestBuy,0,1.92
234,348,164,2026-05-25 03:22:31.180825,Target,0,3.28
235,473,15,2026-05-20 11:47:10.180827,Target,0,0.3
236,231,97,2026-05-20 20:20:48.180829,Amazon,0,1.94
237,190,52,2026-05-25 14:27:46.180831,BestBuy,0,1.04
238,225,132,2026-05-20 17:43:45.180833,Walmart,0,2.64
239,385,83,2026-05-20 22:00:30.180835,Walmart,0,1.66
240,377,56,2026-05-25 04:59:17.180837,Walmart,0,1.12
241,283,78,2026-05-23 15:41:27.180839,Walmart,0,1.56
242,958,133,2026-05-23 05:19:00.180841,Target,0,2.66
243,633,136,2026-05-23 21:09:18.180843,BestBuy,0,2.72
244,628,81,2026-05-23 13:49:21.180845,Target,0,1.62
245,973,48,2026-05-23 12:56:27.180847,BestBuy,0,0.96
246,745,134,2026-05-22 01:04:14.180849,Amazon,0,2.68
247,259,43,2026-05-22 02:14:20.180851,BestBuy,0,0.86
248,359,11,2026-05-22 10:52:26.180853,Walmart,0,0.22
249,710,159,2026-05-22 07:26:11.180855,Target,0,3.18
250,456,15,2026-05-26 05:20:16.180857,Walmart,0,0.3
251,411,65,2026-05-25 02:37:23.180859,BestBuy,0,1.3
252,649,23,2026-05-25 03:26:18.180861,BestBuy,0,0.46
253,318,123,2026-05-26 11:53:17.180863,Amazon,0,2.46
254,677,89,2026-05-25 00:04:22.180865,BestBuy,0,1.78
255,225,22,2026-05-24 08:40:24.180867,BestBuy,0,0.44
256,819,53,2026-05-25 08:42:11.180869,Walmart,0,1.06
257,234,168,2026-05-25 08:12:03.180871,BestBuy,0,3.36
258,684,34,2026-05-20 13:28:15.180873,BestBuy,0,0.68
259,664,85,2026-05-19 17:08:34.180875,Target,0,1.7
260,975,139,2026-05-24 19:07:58.180877,Target,0,2.78
261,827,119,2026-05-24 04:35:05.180879,Amazon,0,2.38
262,374,48,2026-05-23 07:47:37.180881,Amazon,0,0.96
263,672,55,2026-05-22 05:57:28.180883,Walmart,0,1.1
264,608,45,2026-05-20 08:58:52.180885,Walmart,0,0.9
265,472,46,2026-05-25 22:18:14.180887,Target,0,0.92
266,233,113,2026-05-25 08:30:28.180889,Target,0,2.26
267,692,1,2026-05-25 23:54:13.180891,Target,0,0.02
268,113,32,2026-05-21 21:52:15.180893,Amazon,0,0.64
269,830,53,2026-05-26 03:53:17.180895,Amazon,0,1.06
270,497,31,2026-05-20 19:50:27.180898,BestBuy,0,0.62
271,442,139,2026-05-23 08:47:57.180900,Amazon,0,2.78
272,564,37,2026-05-26 08:35:16.180902,BestBuy,0,0.74
273,268,44,2026-05-26 10:50:16.180904,Walmart,0,0.88
274,510,49,2026-05-20 11:06:09.180906,Amazon,0,0.98
275,807,1,2026-05-21 17:18:26.180908,Walmart,0,0.02
276,386,38,2026-05-26 03:25:45.180910,BestBuy,0,0.76
277,387,94,2026-05-22 08:55:30.180912,Walmart,0,1.88
278,113,56,2026-05-21 09:07:01.180914,Walmart,0,1.12
279,613,336,2026-05-24 04:16:40.180916,Amazon,0,6.72
280,625,23,2026-05-23 02:50:24.180918,BestBuy,0,0.46
281,952,30,2026-05-21 06:47:59.180920,BestBuy,0,0.6
282,81,60,2026-05-23 16:14:32.180922,Target,0,1.2
283,699,11,2026-05-26 05:39:06.180924,Amazon,0,0.22
284,113,72,2026-05-24 23:01:50.180926,Amazon,0,1.44
285,2,96,2026-05-25 14:33:09.180928,BestBuy,0,1.92
286,642,73,2026-05-21 00:49:58.180930,Amazon,0,1.46
287,220,43,2026-05-20 09:13:14.180932,Walmart,0,0.86
288,566,89,2026-05-20 23:15:19.180934,Target,0,1.78
289,855,73,2026-05-23 22:50:14.180936,BestBuy,0,1.46
290,997,54,2026-05-22 03:15:35.180938,Amazon,0,1.08
291,736,72,2026-05-22 08:11:05.180940,Amazon,0,1.44
292,225,133,2026-05-25 21:06:34.180942,Walmart,0,2.66
293,385,47,2026-05-26 03:06:27.180944,Amazon,0,0.94
294,403,71,2026-05-21 07:29:08.180946,Amazon,0,1.42
295,638,41,2026-05-23 16:01:07.180948,Walmart,0,0.82
296,130,122,2026-05-20 21:02:17.180950,Amazon,0,2.44
297,53,102,2026-05-20 21:44:43.180952,Target,0,2.04
298,684,194,2026-05-24 05:18:35.180954,Walmart,0,3.88
299,730,153,2026-05-24 13:07:21.180956,BestBuy,0,3.06
300,672,72,2026-05-21 16:56:56.180958,Target,0,1.44
301,710,10,2026-05-26 07:44:58.180960,Amazon,0,0.2
302,416,83,2026-05-24 05:31:58.180962,Walmart,0,1.66
303,247,241,2026-05-20 15:26:24.180964,Walmart,0,4.82
304,836,162,2026-05-22 17:17:19.180966,Amazon,0,3.24
305,439,108,2026-05-25 15:22:38.180968,BestBuy,0,2.16
306,203,34,2026-05-26 10:50:46.180970,Target,0,0.68
307,184,149,2026-05-24 15:45:06.180972,Amazon,0,2.98
308,123,65,2026-05-25 09:49:26.180974,BestBuy,0,1.3
309,401,88,2026-05-26 10:55:04.180976,Walmart,0,1.76
310,767,9,2026-05-20 08:49:11.180979,Walmart,0,0.18
311,294,47,2026-05-25 12:27:09.180981,Walmart,0,0.94
312,280,129,2026-05-21 05:46:45.180983,Amazon,0,2.58
313,837,38,2026-05-24 12:51:24.180985,BestBuy,0,0.76
314,884,93,2026-05-25 17:27:40.180987,Amazon,0,1.86
315,610,121,2026-05-22 02:19:50.180989,Amazon,0,2.42
316,198,131,2026-05-21 21:57:54.180991,Target,0,2.62
317,982,43,2026-05-24 15:07:09.180993,Target,0,0.86
318,907,62,2026-05-21 23:48:38.180995,Target,0,1.24
319,511,127,2026-05-21 00:44:06.180997,BestBuy,0,2.54
320,752,55,2026-05-22 22:08:27.180999,Walmart,0,1.1
321,144,31,2026-05-23 23:44:57.181001,Target,0,0.62
322,609,267,2026-05-21 02:18:36.181003,Walmart,0,5.34
323,201,219,2026-05-21 18:56:41.181005,BestBuy,1,43.8
324,124,47,2026-05-26 12:53:07.181007,Target,0,0.94
325,187,87,2026-05-26 10:07:37.181009,Target,0,1.74
326,326,101,2026-05-24 12:05:24.181011,Walmart,0,2.02
327,464,122,2026-05-25 22:49:40.181013,Amazon,0,2.44
328,349,60,2026-05-23 00:22:26.181015,BestBuy,0,1.2
329,771,45,2026-05-21 15:42:56.181017,BestBuy,0,0.9
330,660,145,2026-05-24 23:37:33.181019,Target,0,2.9
331,764,218,2026-05-25 19:43:08.181021,BestBuy,1,43.6
332,955,136,2026-05-22 22:08:52.181023,Walmart,0,2.72
333,932,54,2026-05-20 21:21:38.181025,Amazon,0,1.08
334,403,95,2026-05-24 03:54:52.181027,Amazon,0,1.9
335,346,126,2026-05-25 07:57:54.181029,BestBuy,0,2.52
336,963,23,2026-05-24 02:49:55.181031,Amazon,0,0.46
337,511,72,2026-05-22 16:05:24.181033,Walmart,0,1.44
338,147,183,2026-05-21 10:03:46.181035,Target,0,3.66
339,148,76,2026-05-22 20:55:38.181037,Target,0,1.52
340,864,65,2026-05-20 01:46:38.181039,BestBuy,0,1.3
341,711,36,2026-05-25 00:22:28.181041,BestBuy,0,0.72
342,820,201,2026-05-20 18:46:51.181043,BestBuy,1,40.2
343,489,20,2026-05-20 00:00:48.181045,Target,0,0.4
344,929,117,2026-05-20 18:10:20.181047,BestBuy,0,2.34
345,936,82,2026-05-25 14:23:46.181049,Amazon,0,1.64
346,640,84,2026-05-24 19:30:07.181051,Target,0,1.68
347,551,35,2026-05-20 14:34:59.181053,Walmart,0,0.7
348,338,95,2026-05-26 06:16:39.181055,BestBuy,0,1.9
349,872,19,2026-05-22 01:05:46.181057,Target,0,0.38
350,641,111,2026-05-25 21:09:22.181059,BestBuy,0,2.22
351,779,167,2026-05-20 20:09:28.181061,Target,0,3.34
352,988,70,2026-05-24 11:34:44.181063,Target,0,1.4
353,953,132,2026-05-25 09:38:45.181065,Target,0,2.64
354,473,36,2026-05-26 09:14:15.181067,Walmart,0,0.72
355,946,103,2026-05-26 12:15:26.181069,Target,0,2.06
356,151,79,2026-05-25 03:30:45.181071,Amazon,0,1.58
357,415,145,2026-05-25 08:34:47.181073,BestBuy,0,2.9
358,990,101,2026-05-20 21:30:28.181075,BestBuy,0,2.02
359,298,87,2026-05-19 15:22:43.181078,BestBuy,0,1.74
360,611,29,2026-05-23 18:35:48.181080,Target,0,0.58
361,263,188,2026-05-21 03:32:16.181081,BestBuy,0,3.76
362,764,176,2026-05-20 15:30:46.181084,Amazon,0,3.52
363,144,52,2026-05-22 00:45:41.181085,Amazon,0,1.04
364,346,129,2026-05-20 09:31:43.181087,Amazon,0,2.58
365,624,102,2026-05-22 03:32:18.181090,Walmart,0,2.04
366,572,24,2026-05-22 10:38:02.181091,Amazon,0,0.48
367,881,46,2026-05-24 19:50:22.181093,Amazon,0,0.92
368,2,18,2026-05-25 04:26:45.181095,BestBuy,0,0.36
369,897,14,2026-05-26 01:06:42.181097,Target,0,0.28
370,304,84,2026-05-23 13:57:29.181099,BestBuy,0,1.68
371,254,91,2026-05-22 09:53:54.181101,Walmart,0,1.82
372,652,52,2026-05-20 21:05:53.181103,Walmart,0,1.04
373,453,102,2026-05-23 09:10:44.181105,Walmart,0,2.04
374,37,122,2026-05-26 06:14:09.181107,Amazon,0,2.44
375,160,107,2026-05-24 11:49:32.181109,Amazon,0,2.14
376,9,56,2026-05-19 22:42:02.181111,Amazon,0,1.12
377,233,93,2026-05-25 12:19:59.181113,Target,0,1.86
378,99,201,2026-05-21 04:09:57.181115,BestBuy,1,40.2
379,659,43,2026-05-23 02:16:47.181117,Amazon,0,0.86
380,816,96,2026-05-19 15:17:06.181119,Walmart,0,1.92
381,208,17,2026-05-25 03:31:30.181121,Target,0,0.34
382,131,125,2026-05-23 13:51:17.181123,Target,0,2.5
383,404,129,2026-05-19 17:42:55.181125,Walmart,0,2.58
384,152,95,2026-05-23 20:06:04.181127,Amazon,0,1.9
385,54,87,2026-05-22 21:02:56.181129,Target,0,1.74
386,120,177,2026-05-25 14:12:08.181131,Walmart,0,3.54
387,673,38,2026-05-26 02:26:32.181133,Amazon,0,0.76
388,920,32,2026-05-20 18:02:20.181135,Target,0,0.64
389,628,90,2026-05-21 02:40:19.181137,Target,0,1.8
390,587,95,2026-05-22 09:13:26.181139,BestBuy,0,1.9
391,625,114,2026-05-21 15:54:36.181141,BestBuy,0,2.28
392,968,90,2026-05-23 06:01:04.181143,Target,0,1.8
393,420,66,2026-05-25 22:44:40.181145,Target,0,1.32
394,422,55,2026-05-22 16:27:28.181147,Target,0,1.1
395,104,56,2026-05-22 09:21:22.181148,BestBuy,0,1.12
396,852,191,2026-05-22 14:40:00.181150,Amazon,0,3.82
397,254,59,2026-05-20 05:27:56.181152,BestBuy,0,1.18
398,227,13,2026-05-22 18:16:03.181154,Walmart,0,0.26
399,112,100,2026-05-22 13:22:10.181156,Target,0,2.0
400,510,177,2026-05-23 15:11:05.181158,Walmart,0,3.54
401,473,6,2026-05-24 22:49:10.181160,Walmart,0,0.12
402,99,59,2026-05-20 20:11:16.181163,Walmart,0,1.18
403,153,202,2026-05-26 05:42:51.181165,BestBuy,1,40.4
404,861,110,2026-05-26 08:31:20.181167,BestBuy,0,2.2
405,914,57,2026-05-20 00:03:32.181169,Amazon,0,1.14
406,896,73,2026-05-22 17:08:10.181171,Walmart,0,1.46
407,878,92,2026-05-21 03:21:19.181173,Walmart,0,1.84
408,338,100,2026-05-25 07:39:28.181175,BestBuy,0,2.0
409,706,131,2026-05-23 05:44:43.181177,Walmart,0,2.62
410,822,63,2026-05-23 21:41:09.181179,BestBuy,0,1.26
411,163,99,2026-05-26 11:17:02.181181,Target,0,1.98
412,720,20,2026-05-21 11:26:17.181183,Target,0,0.4
413,957,67,2026-05-19 16:27:12.181185,Walmart,0,1.34
414,681,56,2026-05-25 12:56:16.181187,Amazon,0,1.12
415,996,69,2026-05-19 14:12:36.181189,BestBuy,0,1.38
416,161,27,2026-05-21 16:02:44.181191,Target,0,0.54
417,580,36,2026-05-22 14:36:43.181193,Target,0,0.72
418,801,161,2026-05-21 14:43:44.181195,Walmart,0,3.22
419,398,36,2026-05-20 03:08:46.181197,BestBuy,0,0.72
420,277,79,2026-05-25 03:23:40.181199,Walmart,0,1.58
421,816,16,2026-05-21 11:12:56.181201,BestBuy,0,0.32
422,916,31,2026-05-26 00:28:34.181203,Amazon,0,0.62
423,504,350,2026-05-20 12:13:35.181205,BestBuy,1,70.0
424,896,116,2026-05-26 05:36:12.181207,Target,0,2.32
425,392,57,2026-05-25 03:11:47.181209,Walmart,0,1.14
